kid,character,strokes,grade,jlpt,readings,translation,freq,rank
1977,湧,12,7,1,ユウ、わ-く,boil; get hot; ferment; seethe; be in an uproar; gush out; grow; breed; be hatched,916,1981
1521,湯,12,3,2,トウ、ゆ,hot water,16396,1241
2135,湾,12,7,2,ワン,gulf; bay; inlet,43782,835
835,湿,12,7,2,シツ、しめ-る、しめ-す,dampness; moisture; itch ,5283,1634
1907,満,12,4,2,マン、み-ちる、み-たす,fullness; enough; pride. full; fully; fulfillment; a full (year); a full (five years) ,85439,562
555,源,13,6,1,ゲン、みなもと,source; origin,57244,719
940,準,13,5,2,ジュン,apply correspondingly; correspond to; be proportionate to; conform to ,127637,391
639,溝,13,7,1,コウ、みぞ,ditch; gutter; sewer; drain ,6312,1581
2003,溶,13,7,2,ヨウ、と-ける、と-かす、と-く,melt; dissolve; thaw,6668,1556
1466,溺,13,7,-,デキ、おぼ-れる,drown; indulge in,265,2092
1934,滅,13,7,1,メツ、ほろ-びる、ほろ-ぼす,be ruined; perish,14489,1287
819,滋,12,7,1,ジ,more and more; be luxuriant; planting; turbidity,11728,1367
239,滑,13,7,1,カツ、コツ、すべ-る、なめ-らか,slide; glide; skate; be slippery; slip; fail in exams,16490,1239
1317,滝,13,7,1,たき,-,10276,1419
1309,滞,13,7,1,タイ、とどこお-る,stopping,19247,1163
1463,滴,14,7,2,テキ、しずく、したた-る,drop,2888,1802
393,漁,14,4,2,ギョ、リョウ,fishing; fishery; catch; haul,20101,1142
1722,漂,14,7,1,ヒョウ、ただよ-う,float (on the water),7559,1511
837,漆,14,7,1,シツ、うるし,lacquer; varnish,2179,1859
2123,漏,14,7,1,ロウ、も-る、も-れる、も-らす,leaking; water clock; time,19756,1149
101,演,14,5,2,エン,perform; play; act; enact; render; stage; put on,155925,322
1640,漠,13,7,1,バク,vague; obscure; deserd; wide,3541,1751
276,漢,13,3,3,カン,Han (Dynasty); (old name for China); masculine suffix,13555,1315
1909,漫,14,7,1,マン,involuntarily; in spite of oneself,10740,1398
1433,漬,14,7,1,つ-ける、つ-かる,-,3530,1752
1201,漸,14,7,1,ゼン,gradually advancing,279,2087
512,潔,15,5,1,ケツ、いさぎよ-い,pure; clean; righteous; manly; gallant; sportsmanlike,5027,1649
1189,潜,15,7,1,セン、ひそ-む、もぐ-る,conceal; hide; lower (the voice),13752,1310
232,潟,15,7,1,かた,-,39132,884
941,潤,15,7,1,ジュン、うるお-う、うるお-す、うる-む,be watered; profit by; receive benefits; become rich ,6871,1542
1413,潮,15,6,1,チョウ、しお,tide; salt water; opportunity,17509,1209
192,潰,15,7,-,カイ、つぶ-す、つぶ-れる,crush; smash; break; dissipate; waste(time); kill; butcher; demolish; melt down,502,2040
1414,澄,15,7,1,チョウ、す-む、す-ます,be clear; become clear; clarify,5535,1623
504,激,16,6,1,ゲキ、はげ-しい,get excited; be agitated; be enraged; be exasperated; chafe; urge; encourage; incite,61832,686
1326,濁,16,7,1,ダク、にご-る、にご-す,uncleanness; wrong; muddiness; impurity; voicing marks; voiced sound; voiced consonant; unrefined sake,1754,1893
1603,濃,16,7,2,ノウ、こ-い,dark; thick; undiluted,21472,1114
2032,濫,18,7,1,ラン,overflow; spread over,199,2105
1324,濯,17,7,2,タク,wash; pour on; rinse,3916,1724
1102,瀬,19,7,1,せ,-,35828,929
133,火,4,1,4,カ、ひ、[ほ],fire; Tuesday,78182,598
1500,灯,6,4,2,トウ、ひ,lamp; light; counter for lights,7879,1501
174,灰,6,6,2,カイ、はい,ashes,3803,1739
695,災,7,5,1,サイ、わざわ-い,calamity; misfortune; woe; evil; curse,58886,705
2111,炉,8,7,1,ロ,furnace; kiln; hearth; (nuclear) reactor,9982,1432
1084,炊,8,7,1,スイ、た-く,cook; boil,2984,1793
90,炎,8,7,1,エン、ほのお,inflammation,19466,1154
1337,炭,9,3,2,タン、すみ,charcoal; coal,15363,1262
1475,点,9,2,2,テン,point; mark; score; run; speck; stain; defect; a detail; standpoint; items; pieces; decimal point; vote,364985,110
23,為,9,7,1,イ,change; be of use; reach to,164942,303
2103,烈,10,7,1,レツ,violent; vehement; furious; severe; acute; intense; extreme; passionate; heated; stormy (applause); tempestuous (temperament); mighty ,8297,1484
1922,無,12,4,2,ム、ブ、な-い,nothing; nil; negation,225588,217
991,焦,12,7,1,ショウ、こ-げる、こ-がす、こ-がれる、あせ-る,burn; scorch; singe; char,24074,1073
1199,然,12,4,2,ゼン、ネン,to decree,95276,502
990,焼,12,4,2,ショウ、や-く、や-ける,burning,31200,983
1182,煎,13,7,-,セン、い-る,broil; parch; roast; fire (tea); boil down (in oil),421,2054
96,煙,13,7,2,エン、けむ-る、けむり、けむ-い,smoke,14608,1285
999,照,13,4,2,ショウ、て-る、て-らす、て-れる,shine,26639,1030
1674,煩,13,7,1,ハン、[ボン]、わずら-う、わずら-わす,worry; trouble,868,1988
850,煮,12,7,1,シャ、に-る、に-える、に-やす,boil; cook; be cooked; be boiled ,6648,1559
460,熊,14,7,-,くま,-,33164,964
925,熟,15,6,1,ジュク、う-れる,ripen; mellow; mature; acquire skill; be ripe for; become popular (as a word),9991,1430
1592,熱,15,4,2,ネツ、あつ-い,heat; warmth; temperature; fever; mania; fad; enthusiasm; passion ,52483,757
1597,燃,16,5,2,ネン、も-える、も-やす、も-す,burn,32205,973
1250,燥,17,7,2,ソウ,dry up,3865,1732
1642,爆,19,7,2,バク,burst open; pop; split,68760,643
1435,爪,4,7,1,つめ、[つま],-,1258,1937
859,爵,17,7,-,シャク,peerage; court rank,712,2009
1738,父,4,2,4,フ、ちち,father,67864,650
1235,爽,11,7,1,ソウ、さわ-やか,refreshing; bracing; clear; resonant; sweet(voice); fluent,892,1984
1807,片,4,6,2,ヘン、かた,leaf; sheet; petal; flake,31236,980
1666,版,8,5,2,ハン,printing block or plate; printing; edition; impression; board; label,50072,778
164,牙,4,7,-,ガ、[ゲ]、きば,tusk; fang; canine tooth; eyetooth,2493,1834
381,牛,4,2,3,ギュウ、うし,beef; cow,35738,932
1878,牧,8,4,1,ボク、まき,care for; shepherd; feed,16187,1249
1777,物,8,3,3,ブツ、モツ、もの,thing; object; matter; somebody; something; success; reason ,276274,166
1119,牲,9,7,1,セイ,sacrifice; offering; gift,13069,1334
1549,特,10,4,3,トク,special,201736,250
348,犠,17,7,1,ギ,sacrifice,17568,1207
514,犬,4,1,3,ケン、いぬ,dog,19546,1153
1658,犯,5,5,2,ハン、おか-す,offense; crime; counter for criminal offenses ,58025,714
1013,状,7,5,2,ジョウ,condition; circumstances; form; appearances; letter,150338,333
397,狂,7,7,1,キョウ、くる-う、くる-おしい,lunatic,11005,1387
1204,狙,8,7,1,ソ、ねら-う,aim at; sight; watch for; shadow; stalk,55133,742
868,狩,9,7,1,シュ、か-る、か-り,hunt,4377,1697
1555,独,9,5,2,ドク、ひと-り,alone,102357,475
405,狭,9,7,2,キョウ、せま-い、せば-める、せば-まる,narrow; contract; reduce,10512,1407
1945,猛,11,7,1,モウ,wildness; fierceness; strength,13519,1320
2065,猟,11,7,1,リョウ,shooting; hunting; game; take; bag ,1756,1891
1728,猫,11,7,2,ビョウ、ねこ,cat,10029,1429
533,献,13,7,1,ケン、[コン],counter for drinks,32600,971
1978,猶,12,7,1,ユウ,further; furthermore; still; still more; yet; just like ,6413,1575
97,猿,13,7,1,エン、さる,monkey,3338,1765
665,獄,14,7,1,ゴク,prison; jail,4149,1710
916,獣,16,7,1,ジュウ、けもの,animal; beast,4096,1718
223,獲,16,7,1,カク、え-る,get; acquire; find; earn; win; gain; receive; can; be able to; may; commit (sin),37942,898
547,玄,5,7,1,ゲン,occultness; mystery; black,11385,1378
1277,率,11,5,2,ソツ、リツ、ひき-いる,rate; percentage; proportion; coefficient; factor; constant; index,142430,349
427,玉,5,1,2,ギョク、たま,gem; jewel; precious stone; jade,86790,550
105,王,4,1,2,オウ,king; rule; magnate; baron,95191,503
296,玩,8,7,-,ガン,play; take pleasure in; play (on an instrument); play with; make sport of; trifle with (affections),1255,1938
1422,珍,9,7,2,チン、めずら-しい,rare; curious; strange,10474,1410
871,珠,10,7,1,シュ,gem; jewel,4944,1655
1667,班,10,6,1,ハン,corps; unite; squad; party; companions; group; order,8584,1474
552,現,11,5,2,ゲン、あらわ-れる、あらわ-す,present; exciting; actual,506680,68
377,球,11,3,2,キュウ、たま,globe; sphere; ball; bulb; (radio) tube,284228,161
2038,理,11,2,3,リ,reason; justice; truth; principle,422771,88
435,琴,12,7,1,キン、こと,harp,12077,1362
2082,瑠,14,7,-,ル,lapis lazuli,2858,1804
2042,璃,15,7,-,リ,lapis lazuli,805,1994
1803,璧,18,7,-,ヘキ,ball; bowl; sphere; bulb,302,2084
286,環,17,7,1,カン,ring,94606,506
824,璽,19,7,1,ジ,emperor's seal,133,2123
165,瓦,5,7,1,ガ、かわら,tile,2801,1808
1735,瓶,11,7,2,ビン,bottle; vial; jar; flask,5566,1621
249,甘,5,7,2,カン、あま-い、あま-える、あま-やかす,presume upon; take advantage of; coax,18128,1191
1075,甚,9,7,1,ジン、はなは-だ、はなは-だしい,exceedingly,1862,1878
1107,生,5,1,4,セイ、ショウ、い-きる、い-かす、い-ける、う-まれる、う-む、お-う、は-える、は-やす、き、なま,birth; life; existence; living; subsistence; student ,784409,21
750,産,11,4,2,サン、う-む、う-まれる、うぶ,childbirth; product; native (of a place); fortune; property ,255196,181
1992,用,5,2,3,ヨウ、もち-いる,business; work; function; errand; engagement; use; service; expenses; call of nature. for; used for ,371091,109
1480,田,5,1,3,デン、た,rice field; paddy field,678926,32
1963,由,5,3,2,ユ、ユウ、[ユイ]、よし,depend on,148001,340
595,甲,5,7,1,コウ、カン,high (voice). first class； former； back (of the hand); instep; armor; shell; tortoise shell; carapace,30085,995
1042,申,5,3,2,シン、もう-す,have the honor to; say; tell; talk; speak; declare; call; term; name,72345,622
1348,男,7,1,4,ダン、ナン、おとこ,man; male; baron. counter for sons,268685,169
1396,町,7,1,3,チョウ、まち,town; block; street; 2.45 acres; 119 yards,173304,285
167,画,8,2,3,ガ、カク,picture; drawing; painting; sketch; stroke (in a character),217267,229
183,界,9,3,3,カイ,circle; world; boundary; limits,276388,165
24,畏,9,7,-,イ、おそ-れる,fear; be overawed; be apprehensive,503,2039
1645,畑,9,3,2,はた、はたけ,-,25999,1041
1668,畔,10,7,1,ハン,rice-paddy ridge; levee,1374,1925
2051,留,10,5,2,リュウ、[ル]、と-める、と-まる,stop; halt; stand still; pull up; cease; be interrupted; be discontinued; be choked; alight on; perch; roost; be held in position ,52677,756
1367,畜,10,7,2,チク,domesticated fowl and animals,4741,1673
64,畝,10,7,-,うね,-,649,2020
2048,略,11,5,2,リャク,abbreviation; abridgment; omission; outline ,66033,660
1680,番,12,2,2,バン,watch; guard; duty; number; order; size; game; round; turn; bout,166150,300
27,異,11,6,1,イ、こと,uncommonness; strangeness; queerness; difference,61359,689
1021,畳,12,7,2,ジョウ、たた-む、たたみ,mat counter,4113,1714
335,畿,15,7,-,キ,capital; capital suburbs,7830,1503
1212,疎,12,7,1,ソ、うと-い、うと-む,rough; sparseness; estrangement,5159,1641
344,疑,14,6,2,ギ、うたが-う,doubt; distrust; be suspicious of,215539,233
79,疫,9,7,1,エキ、[ヤク],epidemic,7208,1524
1694,疲,10,7,2,ヒ、つか-れる,get tired; grow weary ,14063,1301
833,疾,10,7,1,シツ,illness; disease,6525,1566
1726,病,10,3,3,ビョウ、[ヘイ]、や-む、やまい,get sick; be sick; suffer from ,129313,385
977,症,10,7,1,ショウ,illness; condition of a patient; nature of a disease; symptoms,51142,767
677,痕,11,7,-,コン、あと,mark; footprint,2614,1823
1522,痘,12,7,1,トウ,smallpox,371,2065
1431,痛,12,6,2,ツウ、いた-い、いた-む、いた-める,pain,40235,876
2039,痢,12,7,1,リ,diarrhea,1094,1961
1239,痩,12,7,-,ソウ、や-せる,get thin,174,2113
1362,痴,13,7,1,チ,foolish,4755,1671
2006,瘍,14,7,-,ヨウ,boil; carbuncle,1770,1890
2071,療,17,7,2,リョウ,heal; cure,97344,497
1969,癒,18,7,1,ユ、い-える、い-やす,heal; cure; quench (thirst); wreak (vengeance),5821,1605
1804,癖,18,7,1,ヘキ、くせ,habit,2591,1826
1649,発,9,3,3,ハツ、ホツ,departure; discharge (of a gun),721803,26
1523,登,12,3,2,トウ、ト、のぼ-る,rise; ascend; go up; climb; go to (the capital); add up to; be promoted; advance (in price); sail up; come up (on the agenda) ,109704,452
1630,白,5,1,4,ハク、ビャク、しろ、[しら]、しろ-い,white,129369,384
1716,百,6,1,4,ヒャク,hundred; a great number; all,59480,699
1460,的,8,4,2,テキ、まと,mark; target; object; the point. adjective ending,538548,60
184,皆,9,7,2,カイ、みな,all; everybody; everything,16872,1231
617,皇,9,6,1,コウ、オウ,emperor,43267,838
1684,皮,5,3,2,ヒ、かわ,skin; hide; leather; fur; pelt; bark; peeling; husk; shell; film; cream ,16635,1236
743,皿,5,3,2,さら,-,5278,1636
1890,盆,9,7,1,ボン,Lantern Festival; Festivals of the Dead; tray,2996,1791
80,益,10,5,1,エキ、[ヤク],gain; benefit; profit; use; advantage,64941,669
1516,盗,11,7,2,トウ、ぬす-む,thief,31762,975
1124,盛,11,6,1,セイ、[ジョウ]、も-る、さか-る、さか-ん,prosper; flourish; copulate (animals),55458,738
1931,盟,13,6,1,メイ,oath; alliance,62825,678
281,監,15,7,1,カン,office; government office; director; head official,166435,299
1682,盤,15,7,1,バン,shallow bowl; platter; tray; tub; board; phonograph record,42521,842
1947,目,5,1,3,モク、[ボク]、め、[ま],item; division; class; order (of plants or animals),510537,67
1943,盲,8,7,1,モウ,blindness,3809,1737
1418,直,8,2,2,チョク、ジキ、ただ-ちに、なお-す、なお-る,honesty; frankness; simplicity; correctness; being straight; night duty ,225689,216
1223,相,9,3,2,ソウ、ショウ、あい,aspect; phase; physiognomy. minister of state; councilor,568804,54
934,盾,9,7,1,ジュン、たて,shield; buckler; escutcheon; pretext,6610,1560
1120,省,9,4,2,セイ、ショウ、かえり-みる、はぶ-く,ministry; department; province (in China),238338,196
1704,眉,9,7,1,ビ、[ミ]、まゆ,eyebrow,538,2034
257,看,9,6,1,カン,see,18309,1189
521,県,9,3,2,ケン,prefecture; district (in China),414131,90
1056,真,10,3,3,シン、ま,truth; reality; genuineness; Buddhist sect originating in the thirteenth century,315343,143
1919,眠,10,7,2,ミン、ねむ-る、ねむ-い,sleep,13855,1306
1402,眺,11,7,1,チョウ、なが-める,watch; look at; see; scrutinize,4119,1713
297,眼,11,5,1,ガン、[ゲン]、まなこ,eye; look; gaze; notice; attention; viewpoint; discrimination; insight; experience; treatment; care; favor; pity; texture; weave; mesh; grain; square; sight; vision; tooth (of a saw); weight; eye (of a needle),10059,1426
1374,着,12,3,3,チャク、[ジャク]、き-る、き-せる、つ-く、つ-ける,arrival; finish (in a race); race counter ,137543,360
1091,睡,13,7,1,スイ,sleep; die,4241,1704
1551,督,13,7,1,トク,command; lead; supervise; urge,130554,379
1879,睦,13,7,-,ボク,friendly; intimate; harmonious,1653,1899
931,瞬,18,7,1,シュン、またた-く,wink; blink,16344,1244
2072,瞭,17,7,-,リョウ,clear,568,2030
1546,瞳,17,7,1,ドウ、ひとみ,pupil of the eye,2051,1867
1920,矛,5,7,1,ム、ほこ,halberd; arms; festival car; float ,5160,1640
769,矢,5,2,1,シ、や,arrow,21829,1106
1357,知,8,2,3,チ、し-る,know; acquaintance; sense,267746,171
1341,短,12,3,2,タン、みじか-い,shortness; brevity; fault; defect; demerit; weak point,44330,830
415,矯,17,7,1,キョウ、た-める,straighten; correct; reform; cure; control (one's feelings); pretend; falsify; aim,1351,1928
1140,石,5,1,2,セキ、[シャク]、[コク]、いし,stone; pebble; rock; jewel; the go playing stones. 4.96 bushels; 10 cubic feet (of lumber),156574,321
686,砂,9,6,2,サ、シャ、すな,sand,20553,1131
520,研,9,3,3,ケン、と-ぐ,sharpen; grind; scour; hone; polish; wash (rice),144742,344
698,砕,9,7,1,サイ、くだ-く、くだ-ける,break; smash; crush; pulverize; tax (one's ingenuity); explain simply ,3211,1779
1843,砲,10,7,1,ホウ,gun; cannon; battery; gunnery; ordnance; artillery ,12515,1345
1607,破,10,5,2,ハ、やぶ-る、やぶ-れる,tear; rip; rend; break; crush; destroy; violate; transgress; defeat; baffle; frustrate ,85597,560
992,硝,12,7,1,ショウ,saltpeter,948,1977
2055,硫,12,7,1,リュウ,sulphur,2167,1862
636,硬,12,7,2,コウ、かた-い,hard; solid; tough; rigid; tight; steady; firm; strict; safe; reliable; upright; chaste; constant; stiff; bookish; classical; stubborn,18594,1183
583,碁,13,7,1,ゴ,Japanese checkers,20315,1137
1700,碑,14,7,1,ヒ,monument; tombstone,3882,1730
222,確,15,5,2,カク、たし-か、たし-かめる,firm; tight; hard; solid,178948,273
822,磁,14,6,1,ジ,magnetism; porcelain,4153,1709
1893,磨,16,7,2,マ、みが-く,polish; scour; shine (shoes); brush (teeth); improve (skill); cultivate (character); train (the mind) ,11687,1368
1007,礁,17,7,1,ショウ,sunken rock,2008,1870
1216,礎,18,7,1,ソ、いしずえ,foundation stone; cornerstone,13327,1325
806,示,5,5,2,ジ、シ、しめ-す,indication,338806,129
2088,礼,5,3,2,レイ、ライ,salutation; salute; bow; courtesy; propriety; ceremony; thanks; appreciation; remuneration; return present ,17036,1225
842,社,7,2,3,シャ、やしろ,Shinto shrine; association; firm; company; office ,720650,27
311,祈,8,7,2,キ、いの-る,pray; wish,8956,1459
782,祉,8,7,1,シ,happiness,20199,1138
1206,祖,9,5,2,ソ,ancestor; founder; originator; pioneer,16851,1232
919,祝,9,4,2,シュク、[シュウ]、いわ-う,celebration; congratulations; ,15985,1256
1051,神,9,3,2,シン、ジン、かみ、[かん]、[こう],god; deity; mind; soul,211666,237
978,祥,10,7,1,ショウ,happiness,18394,1188
1720,票,11,4,1,ヒョウ,label; ballot; ticket; sign,92903,516
704,祭,11,3,2,サイ、まつ-る、まつ-り,offer prayers; celebrate; deify; enshrine; worship,23729,1078
438,禁,13,5,2,キン,prohibition; ban; embargo; law,56249,732
1200,禅,13,7,1,ゼン,silent meditation; Buddhist sect originating in the twelfth century,2010,1869
156,禍,13,7,1,カ,calamity; misfortune,1275,1934
1770,福,13,3,2,フク,fortune; blessing; luck; wealth; food which has been offered to gods,173574,284
887,秀,7,7,1,シュウ、ひい-でる,excellence; beauty,65349,664
776,私,7,6,3,シ、わたくし、わたし,I; private affairs,171763,289
891,秋,9,2,3,シュウ、あき,autumn,78078,599
144,科,9,2,2,カ,course; branch; department; faculty; school; college; arm (of defense); family (in biology),125139,400
1725,秒,9,3,2,ビョウ,one-sixtieth og a minute (of time; latitude; degree; etc.),92691,520
1695,秘,10,6,1,ヒ、ひ-める,secret,37453,903
1207,租,10,7,1,ソ,crop tax; borrowing,1443,1918
1371,秩,10,7,1,チツ,salary; order,6831,1545
979,称,10,7,1,ショウ,name; title; fame; praise,28293,1012
28,移,11,5,2,イ、うつ-る、うつ-す,move; change; shift; pass into; drift; soak in; be infected; catch (a cold); catch fire; spread,102395,474
1455,程,12,5,2,テイ、ほど,degree; law; formula; distance,75544,606
1137,税,12,5,2,ゼイ,tax; duty,137754,358
1363,稚,13,7,1,チ,young,6806,1548
874,種,14,4,2,シュ、たね,kind; class; variety; seed; species,84368,568
1528,稲,14,7,1,トウ、いね、[いな],rice plant,24911,1059
161,稼,15,7,1,カ、かせ-ぐ,work; earn money,15294,1263
494,稽,15,7,1,ケイ,think; consider; quarrel,1112,1958
644,稿,15,7,1,コウ,copy; manuscript; draft; crest (of waves),10591,1404
663,穀,14,6,1,コク,cereals; grain,2738,1814
1092,穂,15,7,1,スイ、ほ,ear; head (of grain); crest (of waves),10891,1390
1151,積,16,4,2,セキ、つ-む、つ-もる,product (in math); acreage; contents; measurement,63995,675
130,穏,16,7,1,オン、おだ-やか,calm; quiet; peace; moderation,6768,1550
225,穫,18,7,1,カク,harvest; reap,4657,1682
507,穴,5,6,1,ケツ、あな,hole; aperture; slit; gap; stop (of musical instrument); eyelet; cavity; socket; cave; den; hiding place; pit; fault; defect; deficit; grave; dark horse,12710,1342
370,究,7,3,3,キュウ、きわ-める,investigate thoroly; master; carry to extremes,128759,388
452,空,8,1,3,クウ、そら、あ-く、あ-ける、から,air; sky; emptiness; vanity; unreality; hollow; void,148417,338
1559,突,8,7,2,トツ、つ-く,protruding; thrusting,80719,587
1157,窃,9,7,1,セツ,steal,4988,1653
1372,窒,11,7,1,チツ,plug up; obstruct,2562,1827
1236,窓,11,6,2,ソウ、まど,window,18178,1190
459,窟,13,7,-,クツ,cavern,822,1992
380,窮,15,7,1,キュウ、きわ-める、きわ-まる,be destitute; suffer; be perplexed; be cornered,4098,1717
2008,窯,15,7,1,ヨウ、かま,kiln; oven; furnace; stove,720,2007
2045,立,5,1,3,リツ、[リュウ]、た-つ、た-てる,standing,502495,69
2052,竜,10,7,1,リュウ、たつ,dragon; imperial,19009,1173
984,章,11,3,2,ショウ,chapter; composition; poem; badge; mark; sign; design,37509,902
1541,童,12,3,2,ドウ、わらべ,child,29954,998
1343,端,14,7,1,タン、はし、は、はた,origin; end; point,34484,945
417,競,20,4,2,キョウ、ケイ、きそ-う、せ-る,emulate; compete with,98697,492
1366,竹,6,1,2,チク、たけ,bamboo,46323,807
980,笑,10,4,2,ショウ、わら-う、え-む,laughter,54603,746
1461,笛,11,3,1,テキ、ふえ,flute,2411,1839
1751,符,11,7,2,フ,sign; mark; tally; charm; amulet,4789,1669
1315,第,11,3,2,ダイ,residence. number (1; 2; 3; etc.),354870,120
1714,筆,12,3,2,ヒツ、ふで,writing brush; paintbrush; writing; drawing; painting; the pen; handwriting; penmanship; literary work ,25147,1054
1525,等,12,3,2,トウ、ひと-しい,class; grade; degree,56131,734
436,筋,12,6,1,キン、すじ,muscle; sinew; tendon,38521,890
1526,筒,12,7,2,トウ、つつ,pipette; tube,5078,1645
1524,答,12,2,3,トウ、こた-える、こた-え,answer,74725,609
728,策,12,6,1,サク,plan; scheme; policy; step; means; whip,216934,230
160,箇,14,7,1,カ,counters for things,268,2090
1187,箋,14,7,-,セン,paper; label; letter; composition,192,2108
753,算,14,2,2,サン,divining (block); calculation; number; abacus; plan; probability,132770,372
278,管,14,4,2,カン、くだ,pipe; tube; (brush) holder; wind instrument,89826,536
1643,箱,15,3,2,はこ,-,17765,1197
1644,箸,15,7,1,はし,-,959,1975
1162,節,13,4,1,セツ、[セチ]、ふし,season; period; occasion; time; verse; clause; paragraph; section; stanza; integrity; honor,42145,846
1676,範,15,7,1,ハン,example; model; pattern; limit,19407,1157
1370,築,16,5,2,チク、きず-く,build; construct,40789,870
1553,篤,16,7,1,トク,kind; cordial; fervent; affectionate; serious (illness),4476,1691
287,簡,18,6,2,カン,brevity; simplicity,24121,1071
1828,簿,19,7,1,ボ,record; book,9855,1435
1153,籍,20,7,2,セキ,domiciliary register; membership,33656,958
2124,籠,22,7,1,ロウ、かご、こ-もる,be crowed; requiring (a lot of work),2526,1829
1801,米,6,2,2,ベイ、マイ、こめ,rice; U.S.A.,567851,55
1778,粉,10,4,2,フン、こ、こな,dust; powder,13864,1305
1086,粋,10,7,1,スイ、いき,purity; essence; pith; cream; pick; elite; choice; elegance; fashion; taste; gracefulness; considerateness,4129,1712
2053,粒,11,7,2,リュウ、つぶ,grain; drop,5789,1607
1210,粗,11,7,1,ソ、あら-い,roughness; coarseness; not fine; neglect; careless,3991,1721
1596,粘,11,7,1,ネン、ねば-る,be sticky; be glutinous; be greasy; persevere,12184,1357
922,粛,11,7,1,シュク,quietly; softly; solemnly,5064,1647
993,粧,12,7,1,ショウ,adorn (one's person),6876,1541
1130,精,14,5,2,セイ、[ショウ],spirit; ghost; fairy; energy; vitality; white rice; details; excellence; purity; skill ,55290,740
1530,糖,16,6,1,トウ,sugar,11070,1385
2073,糧,18,7,1,リョウ、[ロウ]、かて,food; provisions; bread,7529,1512
772,糸,6,1,2,シ、いと,thread; one ten-thousandth of a hair,8069,1493
472,系,7,6,1,ケイ,system; lineage; faction; group; zone; corollary; connection,62080,684
374,糾,9,7,1,キュウ,ask; demand; question; investigate; ascertain; verify,1787,1888
313,紀,9,4,1,キ,account; narrative; history; annals; geological period,84456,566
1958,約,9,4,2,ヤク,promise; vow; approximately; abridgment,410379,92
618,紅,9,6,2,コウ、[ク]、べに、くれない,red; crimson,11522,1373
1950,紋,10,7,1,モン,crest; (textile) figures,5644,1618
1599,納,10,6,1,ノウ、[ナッ]、[ナ]、[ナン]、[トウ]、おさ-める、おさ-まる,obtain; reap; dedicate; consecrate; pay; supply; store; finish; collect; restore; replace; accept (a present); burry; gather; rally (troops); sheathe (the sword) ,40403,875
937,純,10,6,2,ジュン,purity; innocence; net (profit),47796,796
790,紙,10,2,3,シ、かみ,paper,80522,588
373,級,9,3,2,キュウ,grade; class; rank; steps; decapitated head,78280,597
1779,紛,10,7,1,フン、まぎ-れる、まぎ-らす、まぎ-らわす、まぎ-らわしい,be mistaken for; be confused with; go astray; be diverted from ,15458,1260
1208,素,10,5,1,ソ、ス,principle; element. naked; uncovered; simple,61589,687
1864,紡,10,7,1,ボウ、つむ-ぐ,spin; make yarn,1852,1879
727,索,10,7,1,サク,rope; cord ,22997,1089
793,紫,12,7,1,シ、むらさき,purple; violet,6653,1557
2084,累,11,7,1,ルイ,involvement; trouble; tie up; pile up; continually ,3693,1746
706,細,11,2,2,サイ、ほそ-い、ほそ-る、こま-か、こま-かい,get thin; taper off,60103,695
1059,紳,11,7,1,シン,good belt; gentleman,3837,1736
985,紹,11,7,2,ショウ,inherit; help,30354,990
678,紺,11,7,1,コン,dark blue; navy blue,1816,1884
895,終,11,3,3,シュウ、お-わる、お-える,end,195327,255
1211,組,11,2,2,ソ、く-む、くみ,take part in; be implicated in; side with; support,286910,160
483,経,11,5,2,ケイ、キョウ、へ-る,longitude; sutra; warp,358157,116
510,結,12,4,2,ケツ、むす-ぶ、ゆ-う、ゆ-わえる,tie; bind; tie a knot; make (contracts; treaties; and friendships); join; finish; wind up; unite with; organize,221207,227
637,絞,12,7,1,コウ、しぼ-る、し-める、し-まる,strangle; constrict; wring,13210,1330
2025,絡,12,7,2,ラク、から-む、から-まる、から-める,coil around; get twisted; stick to; pick a quarrel,35562,934
378,給,12,4,2,キュウ,wage; gift; wage grade,77929,600
1527,統,12,5,1,トウ、す-べる,relationship; lineage; beginning,240609,193
186,絵,12,2,2,カイ、エ,picture; drawing; painting; sketch; illustration; cut; print,37448,904
1165,絶,12,5,2,ゼツ、た-える、た-やす、た-つ,be beyond (words),45507,817
534,絹,13,6,1,ケン、きぬ,silk; silk thread,1908,1876
490,継,13,7,1,ケイ、つ-ぐ,succeed to; inherit; follow; patch; graft (trees); tell,60714,690
1275,続,13,4,2,ゾク、つづ-く、つづ-ける,continuation; second series,331308,131
35,維,14,7,1,イ,tie; rope,38011,896
642,綱,14,7,1,コウ、つな,class (in zoology),22810,1093
1946,網,14,7,1,モウ、あみ,net; network,14735,1281
1344,綻,14,7,-,タン、ほころ-びる,be rent; be ripped; unravel; run; begin to open; smile,4191,1706
1937,綿,14,5,2,メン、わた,cotton; cotton thread; cotton cloth,10568,1405
439,緊,15,7,1,キン,hard; solid; reliable; tight,41503,858
1245,総,14,5,2,ソウ,whole; all; general; gross; total; full,256508,180
2075,緑,14,3,2,リョク、[ロク]、みどり,green; verdure,16296,1246
950,緒,14,7,2,ショ、[チョ]、お,beginning; inception; end,31341,979
1190,線,15,2,2,セン,line; track; route; wire,138903,354
1457,締,15,7,1,テイ、し-まる、し-める,tie; tighten; wring; constrict; strangle; shut; total; control strictly; rebuke ,46310,808
1813,編,15,5,2,ヘン、あ-む,compilation; editing; completed poem; a book; a part of a book ,73109,619
